'Lamda_MAX_(micrometros)','Lamda_MIN_(micrometros)','Delta_Lamda_(rmse)','Radial Velocity (km s-1)','Delta_rv(ABSFERR)','Tempeartura_(Kelvin)','Delta_Temperatura','Tipo_de_Estrella','Archivo'
5.05555,0.807886,1.5477164314212823e-11,41.4075960000,0.0256871000000,36066.716455065965,6.9481017780579946e-06,M,./data/M/M16
2.42407,0.810986,4.602716246202034e-12,2.21393220000,0.0127166000000,2385.425327856031,9.038730158329778e-09,M,./data/M/M17
2.42317,0.808641,2.6543500298833245e-12,63.9941540000,0.0132889000000,2507.962886026866,5.761850299016478e-09,M,./data/M/M18
4.18205,0.806487,8.160718434029735e-14,97.1941110000,0.0138695000000,2674.8640689763397,2.0150851141653508e-10,M,./data/M/M19
5.45676,0.809322,4.2821800430018245e-13,0.337143720000,0.0131725000000,2791.44148049671,1.1515519781692704e-09,M,./data/M/M20
5.01744,0.810282,2.63974842261002e-10,-23.1652000000,0.119293000000,2700.4659832246034,6.643570195274151e-07,M,./data/M/M21
5.06423,0.805019,3.473443975700518e-10,18.3859290000,0.0990003000000,2180.8602717043614,5.701347964171234e-07,M,./data/M/M22
5.43221,0.808192,1.6703817112381137e-13,8.50872830000,0.0118761000000,2805.441254780462,4.537113582745015e-10,M,./data/M/M23
5.00407,0.809457,2.0846612933007832e-10,41.7275070000,0.120909000000,2596.229660956203,4.849347253525565e-07,M,./data/M/M24
4.10987,0.807266,6.70009342108147e-13,-20.6393720000,0.0125882000000,2909.675151880303,1.957633714173564e-09,M,./data/M/M25
4.10987,0.807266,7.161938192136292e-13,-20.6393720000,0.0125882000000,3043.3777964499523,2.289306131025575e-09,M,./data/M/M26
4.39570,0.805196,7.928820155262342e-14,1.15657330000,0.0131738000000,3071.8018848922384,2.5820017913797913e-10,M,./data/M/M27
2.41812,0.811075,4.908324394069761e-10,-14.6993330000,0.126686000000,2786.796953143033,1.3155443050734045e-06,M,./data/M/M28
5.01265,0.810163,1.2453550631004506e-09,54.3279680000,0.103360000000,2693.086975110136,3.1171343195933646e-06,M,./data/M/M29
4.19333,0.805857,2.649375373907543e-09,1.73369390000,0.0937558000000,3120.1946891219604,8.901607661745766e-06,M,./data/M/M30
4.91643,0.811884,1.6571570273272347e-10,4.57642390000,0.139074000000,2653.5041529684336,4.0268437019877854e-07,M,./data/M/M31
4.99875,0.809001,4.2680946252034215e-11,-10.2331820000,0.103669000000,2793.4867488696286,1.1494466993576831e-07,M,./data/M/M32
5.43087,0.807834,2.2482948780915675e-13,92.6950350000,0.0103918000000,3350.097695767287,8.708227822482691e-10,M,./data/M/M33
4.17643,0.810395,3.692434611028161e-10,34.0830620000,0.0938523000000,2760.697034079974,9.712071646261573e-07,M,./data/M/M34
5.43478,0.808748,8.208199763058971e-14,-13.6368470000,0.0159383000000,3545.505714215794,3.5609499012982776e-10,M,./data/M/M35
4.10362,0.806857,3.2789383852120035e-12,-14.9013410000,0.141280000000,3146.2138157180393,1.1201373806643144e-08,M,./data/M/M36
4.10362,0.806857,2.389420610983764e-12,-14.9013410000,0.141280000000,2678.0284475826948,5.914043909329055e-09,M,./data/M/M37
5.42490,0.807453,5.027600381652634e-13,37.8146270000,0.0154947000000,3386.5105244089145,1.989881327792261e-09,M,./data/M/M38
5.07091,0.806549,4.057257240737726e-12,-55.8896590000,0.160620000000,3105.480890832315,1.3503670535980592e-08,M,./data/M/M39
5.42333,0.806966,4.894786476522042e-13,-36.5171400000,0.0136080000000,3530.2574349102692,2.1052713058200243e-09,M,./data/M/M40
4.16651,0.809415,1.2446680856216774e-11,-13.6420690000,0.143355000000,3301.6943744943646,4.6826194054417824e-08,M,./data/M/M41
4.16651,0.809415,7.97771434848633e-12,-13.6420690000,0.143355000000,2680.8034268690963,1.9786545989809057e-08,M,./data/M/M42
5.02343,0.810740,4.347812062507335e-09,19.5250060000,0.0787454000000,3387.8963614254976,1.722235603162764e-05,M,./data/M/M43
5.02343,0.810740,3.5391540780669133e-09,19.5250060000,0.0787454000000,3153.953326367119,1.214986805233901e-05,M,./data/M/M44
4.18145,0.806393,2.1472251953254145e-11,10.4312920000,0.135070000000,2987.6477017301463,6.61451386788922e-08,M,./data/M/M45
4.18145,0.806393,1.868359059896537e-11,10.4312920000,0.135070000000,2553.1090023173233,4.2030119349942115e-08,M,./data/M/M46
5.00440,0.809398,2.2790681674575766e-11,-7.54690870000,0.123723000000,3053.094081574594,7.331608346665453e-08,M,./data/M/M47
5.04571,0.803701,1.6402333878447563e-11,-77.6945590000,0.118808000000,2786.7165485338387,4.395950649039425e-08,M,./data/M/M48
5.01626,0.811425,1.4273401298211527e-11,-7.50695840000,0.167347000000,2736.8122786304602,3.689598104440638e-08,M,./data/M/M49
5.01626,0.811425,1.4781039679266145e-11,-7.50695840000,0.167347000000,2836.585055457117,4.1044802555359214e-08,M,./data/M/M50
2.41878,0.808465,1.7965052585314153e-13,-24.8857660000,0.0106101000000,3511.8167494849104,7.646342573564832e-10,M,./data/M/M51
4.95055,0.812658,2.688641084794411e-11,71.3413640000,0.138093000000,2877.5149456791596,7.682977720573344e-08,M,./data/M/M52
5.40119,0.806972,3.1420410042297016e-12,-97.9194900000,0.138326000000,3566.759807481628,1.3794982172781188e-08,M,./data/M/M53
5.00440,0.809398,1.8365921439148088e-11,-7.54690870000,0.123723000000,2626.350518454064,4.371995077731237e-08,M,./data/M/M54
5.04571,0.803701,1.4304161718612092e-11,-77.6945590000,0.118808000000,2374.031166532846,2.782254226089365e-08,M,./data/M/M55
4.17970,0.813615,4.724987147765562e-12,50.1970910000,0.131418000000,3099.1700179686827,1.5662208547576785e-08,M,./data/M/M56
4.17970,0.813615,3.5303563168630698e-12,50.1970910000,0.131418000000,2601.1705985852273,8.243616515811922e-09,M,./data/M/M57
4.90604,0.808424,1.2265140890558105e-10,11.7120960000,0.105928000000,2735.1847306915365,3.1667037402664694e-07,M,./data/M/M58
4.90650,0.808303,1.64042247410898e-11,104.804680000,0.120645000000,3018.333333333333,5.157647744116948e-08,M,./data/M/M59
4.90650,0.808303,1.3525659011809597e-11,104.804680000,0.120645000000,2871.4411709328015,3.8487512907917216e-08,M,./data/M/M60
5.43478,0.808748,7.663617979118913e-14,-13.6368470000,0.0159383000000,3409.3823906623206,3.0743042260493925e-10,M,./data/M/M61
4.08712,0.807299,9.536547321299644e-11,-4.24667530000,0.108475000000,2499.4177571141454,2.0560346858403416e-07,M,./data/M/M62
5.41896,0.808051,3.4346744476719657e-13,21.3042960000,0.0141162000000,3163.560534101951,1.1863134224387722e-09,M,./data/M/M63
2.41755,0.810004,8.884849195752341e-11,-22.9613390000,0.111969000000,2823.7862280000777,2.4449797100613003e-07,M,./data/M/M64
5.01566,0.811138,1.0996829011160462e-11,91.8412460000,0.145913000000,2897.1074917264064,3.185358060476446e-08,M,./data/M/M65
5.42437,0.808970,8.26631053178754e-13,-5.15524400000,0.0116786000000,3345.1472506666973,3.192300475469719e-09,M,./data/M/M66
4.09371,0.807073,7.594427720625263e-11,-15.3820310000,0.113572000000,3199.222717837742,2.6825360699555095e-07,M,./data/M/M67
4.09371,0.807073,5.173330778621024e-11,-15.3820310000,0.113572000000,2273.23364661949,9.226138414207331e-08,M,./data/M/M68
5.04549,0.803732,5.4984659127295626e-12,-47.4968030000,0.113015000000,2502.5478037068383,1.1884142982448898e-08,M,./data/M/M69
5.42905,0.807616,1.6035849830753677e-12,-4.16214250000,0.144107000000,3298.6122969388566,6.021658122285094e-09,M,./data/M/M70
5.04567,0.804816,3.811672163601364e-11,6.23812770000,0.113077000000,3155.1209738888037,1.3095109637586597e-07,M,./data/M/M71
5.01996,0.808177,3.461172690161827e-11,10.9618580000,0.135640000000,3159.6968540428547,1.1925474576526218e-07,M,./data/M/M72
5.01996,0.808177,2.089054383477621e-11,10.9618580000,0.135640000000,2198.8829528897522,3.485904923118437e-08,M,./data/M/M73
4.91262,0.810104,1.4597570192774808e-12,7.99991530000,0.0361660000000,3448.9900372561387,5.992748046496077e-09,M,./data/M/M74
5.02682,0.803770,6.37002882171471e-10,13.7514810000,0.103166000000,3366.9924121823396,2.492224951265554e-06,M,./data/M/M75
5.02682,0.803770,3.510634333375379e-10,13.7514810000,0.103166000000,2668.9755540408596,8.630507907591156e-07,M,./data/M/M76
4.99963,0.809746,3.8464512693577026e-11,-3.45120500000,0.104755000000,2933.7140195810425,1.1425030135518217e-07,M,./data/M/M77
4.95553,0.809466,2.027973628531964e-13,3.32739750000,0.0162518000000,3395.6382642119693,8.069873146210642e-10,M,./data/M/M78
5.07176,0.805440,3.0147275438016035e-13,1.99183540000,0.0152713000000,3430.0866518301054,1.2241082327404752e-09,M,./data/M/M79
5.00424,0.809990,1.764584898825452e-11,-66.4368240000,0.109736000000,3060.349380029995,5.7035617130296804e-08,M,./data/M/M80
5.00424,0.809990,1.527502149996746e-11,-66.4368240000,0.109736000000,2862.8733463092685,4.3206358784501856e-08,M,./data/M/M81
2.41824,0.810111,1.8977811571261788e-10,43.2352940000,0.0985723000000,3170.6569790344465,6.584248556180445e-07,M,./data/M/M82
2.41824,0.810111,1.3784613359300716e-10,43.2352940000,0.0985723000000,2866.3567118409333,3.9085586133706396e-07,M,./data/M/M83
4.90848,0.810734,7.614634978381492e-13,19.2566360000,0.0179061000000,3300.378149346211,2.8624510111961403e-09,M,./data/M/M84
4.11892,0.801935,6.20010189252672e-13,-39.2872910000,0.0154830000000,2924.475933831915,1.8300227866089465e-09,S,./data/S/S1
5.05543,0.806027,6.65815018179438e-12,20.3870720000,0.145405000000,2848.9401030400754,1.8650126897567133e-08,S,./data/S/S2
5.07421,0.807660,2.5134768493793458e-11,72.4860940000,0.151866000000,2371.44704428458,4.8782417485807565e-08,S,./data/S/S3
4.11767,0.803333,2.1461816707618467e-11,15.1871420000,0.127451000000,2240.3315344291696,3.717514168783843e-08,S,./data/S/S4
2.41121,0.931734,1.0512132857406828e-15,'NAN',0.0190372000000,2719.9083851951973,2.6838668117059298e-12,T,./data/T/T1
2.41105,0.931661,3.087484975463068e-15,'NAN',0.0195274000000,3294.262099387214,1.156332465932474e-11,T,./data/T/T2
