# SIMPLE  =                    T / Written by IDL:  Tue Dec  1 10:50:08 2009      
# BITPIX  =                  -32 / Number of bits per data pixel                  
# NAXIS   =                    2 / Number of data axes                            
# NAXIS1  =                 6825 /                                                
# NAXIS2  =                    3 /                                                
# DATE    = '2009-12-01'         / Creation UTC (CCCC-MM-DD) date of FITS header  
# XUNITS  = 'um      '           / Wavelength Units                               
# YUNITS  = 'Wm-2um-1'           / Flux Units                                     
# WAVETYPE= 'Vacuum  '           / Wavelength Type                                
# XTITLE  = '!7k !5(!7l!5m!N)'   / IDL X Title                                    
# YTITLE  = '!5f!D!7k!N!5 (W m!U-2!N !7l!5m!U-1!N)' / IDL Y Title                 
# OBJECT  = 'HD 35620'           /                                                
# SPTYPE  = 'K3 III Fe1'         / Spectral Type                                  
# OBSMODE = 'SXD and LXD1.9'     / Spectroscopy Mode                              
# SXDUT   = '2003 Jan 16'        / UT date of SXD observations                    
# LXDUT   = '2003 Nov 20'        / UT date of LXD observations                    
# SXD_R   = '2000    '           / Resolving power for SXD mode                   
# LXD_R   = '2500    '           / Resolving power for LXD mode                   
# MINWAVE =             0.810793 / Minimum wavelength (um)                        
# MAXWAVE =              4.18121 / Maximum wavelength (um)                        
# V       =        5.07900000000 / V magnitude                                    
# VERR    =     0.00800000000000 / V magnitude error                              
# (B-V)   =        1.40300000000 / B-V color                                      
# (B-V)ERR=     0.00500000000000 / B-V color error                                
# J       =        2.90500000000 / 2MASS J magnitude                              
# JERR    =       0.256000000000 / 2MASS J magnitude error                        
# H       =        2.16700000000 / 2MASS H magnitude                              
# HERR    =       0.192000000000 / 2MASS H magnitude error                        
# KS      =        2.10400000000 / 2MASS Ks magnitude                             
# KSERR   =       0.262000000000 / 2MASS Ks magnitude error                       
# QFLAG   = 'DCD     '           / 2MASS quality flag                             
# FCBANDS = 'JHKs    '           / 2MASS bands used for absolute flux calibration 
# ABSFERR =       0.132507000000 / Relative error in the absolute flux calibration
# RV      =        27.0651090000 / Measured radial velocity (km s-1)              
# (B-V)_0 =        1.26000000000 / Intrinsic Color                                
# E(B-V)  =       0.143000000000 / Color excess                                   
# COMMENT                                                                         
# COMMENT Please reference Rayner et al. (ApJS, 185, 289) if you use this         
# COMMENT spectrum.  The spectrum has been absolutely flux calibrated using       
# COMMENT 2MASS photometry and has been shifted to zero radial velocity.  For     
# COMMENT other pertinent information, please see Rayner et al. (ApJS, 185,       
# COMMENT 289).                                                                   
# COMMENT Missing data are denoted as -999.                                       
# END                                                                             
#=====================================================================
#Wavelength (microns)  Flux Density (W m-2 um-1)  Error (W m-2 um-1)
#=====================================================================
             0.810793                3.64899e-10         6.16420e-13
             0.810996                3.69175e-10         6.21093e-13
             0.811198                3.70126e-10         6.24741e-13
             0.811400                3.76700e-10         6.34117e-13
             0.811602                3.74080e-10         6.31302e-13
             0.811805                3.50815e-10         5.94674e-13
             0.812007                3.51435e-10         6.03637e-13
             0.812209                3.66107e-10         6.21073e-13
             0.812411                3.78763e-10         6.47874e-13
             0.812614                3.91327e-10         6.65053e-13
             0.812816                3.76210e-10         6.41554e-13
             0.813018                3.70955e-10         6.34125e-13
             0.813220                3.77698e-10         6.51716e-13
             0.813423                3.67240e-10         6.52452e-13
             0.813625                3.75296e-10         6.55830e-13
             0.813654                3.76347e-10         5.27330e-13
             0.813887                3.81593e-10         5.48680e-13
             0.814121                3.79553e-10         5.80972e-13
             0.814354                3.73298e-10         5.58191e-13
             0.814588                3.72182e-10         5.31333e-13
             0.814821                3.76234e-10         5.27354e-13
             0.815055                3.74068e-10         5.21828e-13
             0.815288                3.72648e-10         5.31846e-13
             0.815522                3.76713e-10         5.63298e-13
             0.815755                3.80148e-10         5.82625e-13
             0.815988                3.93866e-10         5.73082e-13
             0.816222                3.80250e-10         5.40819e-13
             0.816455                3.50810e-10         5.03816e-13
             0.816689                3.72257e-10         5.24295e-13
             0.816922                3.81982e-10         5.56664e-13
             0.817155                3.81597e-10         5.82385e-13
             0.817389                3.87227e-10         5.82478e-13
             0.817622                3.82557e-10         5.44235e-13
             0.817856                3.82943e-10         5.41624e-13
             0.818089                3.89640e-10         5.41411e-13
             0.818322                3.79102e-10         5.35897e-13
             0.818556                3.67146e-10         5.41428e-13
             0.818789                3.63442e-10         5.53266e-13
             0.819022                3.65961e-10         5.33671e-13
             0.819256                3.92160e-10         5.46397e-13
             0.819489                3.89822e-10         5.30993e-13
             0.819722                3.55315e-10         5.04793e-13
             0.819956                3.65832e-10         5.27631e-13
             0.820189                3.77265e-10         5.65321e-13
             0.820422                3.71952e-10         5.38787e-13
             0.820656                3.68142e-10         5.09706e-13
             0.820889                3.67443e-10         5.01760e-13
             0.821122                3.74670e-10         5.06005e-13
             0.821355                3.82788e-10         5.29187e-13
             0.821589                3.73085e-10         5.38496e-13
             0.821822                3.81399e-10         5.63632e-13
             0.822055                3.94142e-10         5.53355e-13
             0.822288                3.77017e-10         5.12922e-13
             0.822521                3.78617e-10         5.14974e-13
             0.822755                4.01187e-10         5.66727e-13
             0.822988                3.99475e-10         5.91547e-13
             0.823221                3.96342e-10         5.93888e-13
             0.823454                3.92489e-10         5.61820e-13
             0.823687                3.90049e-10         5.32925e-13
             0.823921                3.88427e-10         5.19498e-13
             0.824154                3.91553e-10         5.22186e-13
             0.824387                3.88087e-10         5.32657e-13
             0.824620                3.88660e-10         5.48289e-13
             0.824853                3.95727e-10         5.69214e-13
             0.825086                3.91950e-10         5.37082e-13
             0.825319                3.93316e-10         5.28042e-13
             0.825552                3.77279e-10         5.05147e-13
             0.825786                3.68678e-10         5.04160e-13
             0.826019                3.76916e-10         5.21964e-13
             0.826252                4.01398e-10         5.86352e-13
             0.826485                4.05726e-10         5.63890e-13
             0.826718                3.94684e-10         5.29440e-13
             0.826951                3.89196e-10         5.13319e-13
             0.827184                3.93639e-10         5.23478e-13
             0.827417                3.91276e-10         5.44666e-13
             0.827650                3.73502e-10         5.32006e-13
             0.827883                3.77061e-10         5.44529e-13
             0.828116                3.93785e-10         5.48390e-13
             0.828349                3.95023e-10         5.28534e-13
             0.828582                3.84799e-10         5.08026e-13
             0.828815                3.86033e-10         5.29435e-13
             0.829048                3.78784e-10         5.25081e-13
             0.829281                3.82972e-10         5.37106e-13
             0.829514                3.87115e-10         5.42945e-13
             0.829747                3.76059e-10         5.08426e-13
             0.829980                3.64360e-10         4.86733e-13
             0.830213                3.69861e-10         4.90155e-13
             0.830446                3.84454e-10         5.26617e-13
             0.830679                3.69226e-10         5.17127e-13
             0.830912                3.56164e-10         5.04408e-13
             0.831145                3.56636e-10         4.88827e-13
             0.831378                3.55627e-10         4.76272e-13
             0.831610                3.70639e-10         4.87205e-13
             0.831843                3.83197e-10         5.08029e-13
             0.832076                3.86238e-10         5.23317e-13
             0.832309                3.70537e-10         5.21666e-13
             0.832542                3.68899e-10         5.08205e-13
             0.832775                3.69061e-10         5.00438e-13
             0.833008                3.59078e-10         4.74124e-13
             0.833240                3.68627e-10         4.83131e-13
             0.833473                3.53345e-10         4.70618e-13
             0.833706                3.56823e-10         4.83567e-13
             0.833939                3.67718e-10         5.13156e-13
             0.834172                3.66601e-10         5.03111e-13
             0.834405                3.77308e-10         4.97136e-13
             0.834637                3.69066e-10         4.90052e-13
             0.834870                3.64790e-10         4.76757e-13
             0.835103                3.59387e-10         4.83907e-13
             0.835336                3.68993e-10         5.03235e-13
             0.835568                3.77122e-10         5.18892e-13
             0.835801                3.69889e-10         4.90511e-13
             0.836034                3.72348e-10         4.85329e-13
             0.836267                3.79048e-10         5.00792e-13
             0.836499                3.71466e-10         4.85894e-13
             0.836732                3.56574e-10         4.74434e-13
             0.836965                3.77060e-10         5.11457e-13
             0.837198                3.84221e-10         5.15819e-13
             0.837430                3.73481e-10         4.88390e-13
             0.837663                3.83501e-10         5.01587e-13
             0.837896                3.76879e-10         5.03521e-13
             0.838128                3.73499e-10         5.13764e-13
             0.838361                3.74138e-10         5.04716e-13
             0.838594                3.48554e-10         4.80430e-13
             0.838826                3.53612e-10         4.71826e-13
             0.839059                3.45658e-10         4.49391e-13
             0.839292                3.54130e-10         4.64435e-13
             0.839524                3.86051e-10         5.00311e-13
             0.839757                3.90328e-10         5.07095e-13
             0.839990                3.78442e-10         5.03684e-13
             0.840222                3.81438e-10         5.06420e-13
             0.840455                3.82702e-10         4.94202e-13
             0.840688                3.84354e-10         4.89915e-13
             0.840920                3.88576e-10         4.93011e-13
             0.841153                3.89534e-10         5.00174e-13
             0.841385                3.74829e-10         4.90787e-13
             0.841618                3.67855e-10         4.95854e-13
             0.841850                3.82963e-10         5.01861e-13
             0.842083                3.78565e-10         4.94776e-13
             0.842315                3.77791e-10         4.79253e-13
             0.842548                3.74463e-10         4.77035e-13
             0.842781                3.56682e-10         4.62711e-13
             0.843013                3.58765e-10         4.72895e-13
             0.843246                3.92961e-10         5.18733e-13
             0.843478                3.94789e-10         5.08351e-13
             0.843711                3.57209e-10         4.58286e-13
             0.843943                3.47489e-10         4.45902e-13
             0.844176                3.62236e-10         4.73401e-13
