# SIMPLE  =                    T / Written by IDL:  Tue Dec  1 10:50:48 2009      
# BITPIX  =                  -32 / Number of bits per data pixel                  
# NAXIS   =                    2 / Number of data axes                            
# NAXIS1  =                 4133 /                                                
# NAXIS2  =                    3 /                                                
# DATE    = '2009-12-01'         / Creation UTC (CCCC-MM-DD) date of FITS header  
# XUNITS  = 'um      '           / Wavelength Units                               
# YUNITS  = 'Wm-2um-1'           / Flux Units                                     
# WAVETYPE= 'Vacuum  '           / Wavelength Type                                
# XTITLE  = '!7k !5(!7l!5m!N)'   / IDL X Title                                    
# YTITLE  = '!5f!D!7k!N!5 (W m!U-2!N !7l!5m!U-1!N)' / IDL Y Title                 
# OBJECT  = 'HD 181475'          /                                                
# SPTYPE  = 'K7 IIa  '           / Spectral Type                                  
# OBSMODE = 'SXD     '           / Spectroscopy Mode                              
# SXDUT   = '2003 Oct 16'        / UT date of SXD observations                    
# SXD_R   = '2000    '           / Resolving power for SXD mode                   
# MINWAVE =             0.811014 / Minimum wavelength (um)                        
# MAXWAVE =              2.41754 / Maximum wavelength (um)                        
# V       =        6.96000000000 / V magnitude                                    
# VERR    = 'NAN     '           / V magnitude error                              
# (B-V)   =        2.07000000000 / B-V color                                      
# (B-V)ERR= 'NAN     '           / B-V color error                                
# J       =        2.97800000000 / 2MASS J magnitude                              
# JERR    =       0.298000000000 / 2MASS J magnitude error                        
# H       =        2.12100000000 / 2MASS H magnitude                              
# HERR    =       0.252000000000 / 2MASS H magnitude error                        
# KS      =        1.81600000000 / 2MASS Ks magnitude                             
# KSERR   =       0.282000000000 / 2MASS Ks magnitude error                       
# QFLAG   = 'DDD     '           / 2MASS quality flag                             
# FCBANDS = 'JHKs    '           / 2MASS bands used for absolute flux calibration 
# ABSFERR =       0.158945000000 / Relative error in the absolute flux calibration
# RV      =        31.4723140000 / Measured radial velocity (km s-1)              
# (B-V)_0 =        1.52000000000 / Intrinsic Color                                
# E(B-V)  =       0.550000000000 / Color excess                                   
# COMMENT                                                                         
# COMMENT Please reference Rayner et al. (ApJS, 185, 289) if you use this         
# COMMENT spectrum.  The spectrum has been absolutely flux calibrated using       
# COMMENT 2MASS photometry and has been shifted to zero radial velocity.  For     
# COMMENT other pertinent information, please see Rayner et al. (ApJS, 185,       
# COMMENT 289).                                                                   
# COMMENT Missing data are denoted as -999.                                       
# END                                                                             
#=====================================================================
#Wavelength (microns)  Flux Density (W m-2 um-1)  Error (W m-2 um-1)
#=====================================================================
             0.811014                3.51640e-10         9.32003e-13
             0.811216                3.51924e-10         9.35496e-13
             0.811418                3.56480e-10         9.46568e-13
             0.811621                3.43592e-10         9.27678e-13
             0.811823                3.25449e-10         9.13296e-13
             0.812026                3.36794e-10         9.17923e-13
             0.812228                3.55118e-10         9.54467e-13
             0.812430                3.62898e-10         9.63000e-13
             0.812633                3.63254e-10         9.59790e-13
             0.812835                3.58111e-10         9.54634e-13
             0.813038                3.59665e-10         9.62358e-13
             0.813240                3.53040e-10         9.59816e-13
             0.813442                3.46813e-10         9.67022e-13
             0.813645                3.58555e-10         9.74399e-13
             0.813847                3.66964e-10         9.90250e-13
             0.813950                3.66647e-10         9.30754e-13
             0.814183                3.62500e-10         8.65210e-13
             0.814416                3.52432e-10         8.13077e-13
             0.814649                3.51104e-10         7.96306e-13
             0.814882                3.55192e-10         8.10236e-13
             0.815115                3.54875e-10         8.39127e-13
             0.815349                3.59186e-10         8.84923e-13
             0.815582                3.60997e-10         8.93966e-13
             0.815815                3.70970e-10         8.53976e-13
             0.816048                3.70555e-10         8.27770e-13
             0.816281                3.38646e-10         8.09507e-13
             0.816514                3.41895e-10         8.28293e-13
             0.816747                3.63563e-10         8.64650e-13
             0.816980                3.66558e-10         9.09656e-13
             0.817213                3.66018e-10         8.65790e-13
             0.817446                3.66459e-10         8.16817e-13
             0.817679                3.63055e-10         8.11793e-13
             0.817912                3.68132e-10         8.35069e-13
             0.818145                3.65168e-10         8.42233e-13
             0.818378                3.49155e-10         8.51033e-13
             0.818611                3.36701e-10         8.43673e-13
             0.818844                3.38062e-10         8.18546e-13
             0.819077                3.61240e-10         8.16539e-13
             0.819310                3.81026e-10         8.13545e-13
             0.819543                3.48512e-10         8.03440e-13
             0.819776                3.35144e-10         8.01590e-13
             0.820009                3.50441e-10         8.64032e-13
             0.820242                3.50228e-10         8.33294e-13
             0.820475                3.36656e-10         7.72474e-13
             0.820708                3.30331e-10         7.48411e-13
             0.820941                3.45143e-10         7.54920e-13
             0.821174                3.61716e-10         7.85484e-13
             0.821407                3.55586e-10         8.13077e-13
             0.821640                3.54833e-10         8.34355e-13
             0.821873                3.71837e-10         8.22900e-13
             0.822106                3.62416e-10         7.83031e-13
             0.822339                3.54460e-10         7.66683e-13
             0.822572                3.71214e-10         7.98262e-13
             0.822804                3.80488e-10         8.61801e-13
             0.823037                3.76810e-10         9.04106e-13
             0.823270                3.69493e-10         8.64452e-13
             0.823503                3.67866e-10         8.08021e-13
             0.823736                3.71591e-10         7.80803e-13
             0.823969                3.67880e-10         7.65936e-13
             0.824202                3.62622e-10         7.71518e-13
             0.824435                3.61911e-10         7.97027e-13
             0.824667                3.75399e-10         8.38347e-13
             0.824900                3.73339e-10         7.95818e-13
             0.825133                3.70311e-10         7.69910e-13
             0.825366                3.59521e-10         7.46840e-13
             0.825599                3.44267e-10         7.42588e-13
             0.825831                3.47829e-10         7.65389e-13
             0.826064                3.70190e-10         8.26859e-13
             0.826297                3.87679e-10         8.35042e-13
             0.826530                3.80100e-10         7.88468e-13
             0.826763                3.71822e-10         7.59366e-13
             0.826995                3.72206e-10         7.53724e-13
             0.827228                3.76191e-10         7.81547e-13
             0.827461                3.68379e-10         7.91193e-13
             0.827694                3.59313e-10         8.05642e-13
             0.827927                3.69401e-10         7.97892e-13
             0.828159                3.79615e-10         7.86819e-13
             0.828392                3.71451e-10         7.58995e-13
             0.828625                3.66665e-10         7.56887e-13
             0.828857                3.67029e-10         7.67743e-13
             0.829090                3.62302e-10         7.77060e-13
             0.829323                3.68103e-10         7.98259e-13
             0.829556                3.62472e-10         7.70217e-13
             0.829788                3.57061e-10         7.39185e-13
             0.830021                3.52449e-10         7.21882e-13
             0.830254                3.62612e-10         7.42898e-13
             0.830486                3.58447e-10         7.50728e-13
             0.830719                3.35637e-10         7.49299e-13
             0.830952                3.27395e-10         7.28685e-13
             0.831184                3.31945e-10         7.12254e-13
             0.831417                3.42877e-10         7.07474e-13
             0.831650                3.60925e-10         7.23156e-13
             0.831882                3.69909e-10         7.38211e-13
             0.832115                3.64548e-10         7.57086e-13
             0.832348                3.52821e-10         7.58261e-13
             0.832580                3.52964e-10         7.42190e-13
             0.832813                3.28625e-10         6.88265e-13
             0.833046                3.34003e-10         6.87545e-13
             0.833278                3.43207e-10         6.94397e-13
             0.833511                3.31068e-10         6.90070e-13
             0.833743                3.43535e-10         7.17471e-13
             0.833976                3.48342e-10         7.36378e-13
             0.834209                3.53423e-10         7.15357e-13
             0.834441                3.56203e-10         7.00629e-13
             0.834674                3.44705e-10         6.80394e-13
             0.834906                3.34563e-10         6.85984e-13
             0.835139                3.36357e-10         6.91331e-13
             0.835371                3.50066e-10         7.29939e-13
             0.835604                3.49870e-10         7.11530e-13
             0.835837                3.54383e-10         7.00787e-13
             0.836069                3.58490e-10         6.94800e-13
             0.836302                3.53602e-10         6.84512e-13
             0.836534                3.28642e-10         6.65091e-13
             0.836767                3.33220e-10         6.79252e-13
             0.836999                3.60896e-10         7.15765e-13
             0.837232                3.61269e-10         7.01456e-13
             0.837464                3.60289e-10         7.08567e-13
             0.837697                3.61171e-10         7.35897e-13
             0.837929                3.41273e-10         6.80299e-13
             0.838162                3.49304e-10         6.82983e-13
             0.838394                3.28912e-10         6.69977e-13
             0.838627                3.22496e-10         6.68931e-13
             0.838859                3.18229e-10         6.48953e-13
             0.839092                3.13017e-10         6.32364e-13
             0.839324                3.49856e-10         6.68933e-13
             0.839556                3.70523e-10         6.85468e-13
             0.839789                3.54405e-10         6.79115e-13
             0.840021                3.52156e-10         6.89247e-13
             0.840254                3.58650e-10         6.86882e-13
             0.840486                3.60190e-10         6.77543e-13
             0.840719                3.68208e-10         6.79106e-13
             0.840951                3.75161e-10         6.85465e-13
             0.841183                3.66432e-10         6.77631e-13
             0.841416                3.41017e-10         6.65480e-13
             0.841648                3.48324e-10         6.81055e-13
             0.841881                3.57475e-10         6.82320e-13
             0.842113                3.55382e-10         6.62431e-13
             0.842345                3.58214e-10         6.61960e-13
             0.842578                3.40972e-10         6.45320e-13
             0.842810                3.18554e-10         6.29138e-13
             0.843042                3.48540e-10         6.64764e-13
             0.843275                3.78908e-10         6.99767e-13
             0.843507                3.44573e-10         6.51118e-13
             0.843740                3.04794e-10         6.06571e-13
             0.843972                3.21175e-10         6.20445e-13
             0.844204                3.44174e-10         6.49164e-13
             0.844437                3.60556e-10         6.72689e-13
             0.844669                3.64080e-10         6.84198e-13
             0.844901                3.54451e-10         6.66806e-13
             0.845134                3.52300e-10         6.56741e-13
             0.845366                3.60139e-10         6.51069e-13
             0.845598                3.63356e-10         6.49967e-13
             0.845830                3.48387e-10         6.35514e-13
             0.846063                3.53398e-10         6.48236e-13
             0.846295                3.69258e-10         6.74561e-13
             0.846527                3.62389e-10         6.53358e-13
             0.846760                3.33514e-10         6.17180e-13
             0.846992                3.15568e-10         5.95911e-13
             0.847224                3.32483e-10         6.14083e-13
             0.847456                3.60671e-10         6.44329e-13
             0.847689                3.72584e-10         6.59298e-13
             0.847921                3.70773e-10         6.57462e-13
             0.848153                3.59488e-10         6.35838e-13
             0.848385                3.53002e-10         6.21761e-13
             0.848618                3.58447e-10         6.26024e-13
             0.848850                3.64674e-10         6.36596e-13
             0.849082                3.64300e-10         6.40362e-13
             0.849314                3.63667e-10         6.45415e-13
             0.849546                3.43725e-10         6.20867e-13
             0.849779                2.80743e-10         5.53898e-13
             0.850011                2.23071e-10         5.00760e-13
             0.850243                2.68908e-10         5.36403e-13
             0.850475                3.27473e-10         5.92691e-13
             0.850707                3.50022e-10         6.20370e-13
             0.850940                3.67324e-10         6.40883e-13
             0.851172                3.67802e-10         6.32362e-13
             0.851404                3.42936e-10         6.04313e-13
             0.851636                3.13602e-10         5.70109e-13
             0.851868                3.15893e-10         5.72049e-13
             0.852100                3.36482e-10         5.92905e-13
             0.852333                3.50335e-10         6.11131e-13
             0.852565                3.52859e-10         6.14019e-13
             0.852797                3.43018e-10         5.97864e-13
             0.853029                3.43928e-10         5.98731e-13
             0.853261                3.42612e-10         5.95500e-13
             0.853493                3.39969e-10         5.99870e-13
             0.853725                3.22706e-10         5.85837e-13
             0.853957                2.80352e-10         5.45781e-13
             0.854189                2.00742e-10         4.74231e-13
             0.854422                1.47536e-10         4.25513e-13
             0.854654                1.94707e-10         4.57475e-13
             0.854886                2.61979e-10         5.13122e-13
             0.855118                2.97216e-10         5.46709e-13
             0.855350                3.30992e-10         5.83738e-13
             0.855582                3.44217e-10         5.99211e-13
             0.855814                3.44435e-10         5.90227e-13
             0.856046                3.50644e-10         5.89691e-13
             0.856278                3.54541e-10         5.88442e-13
             0.856510                3.52658e-10         5.86499e-13
             0.856742                3.53651e-10         5.89492e-13
             0.856974                3.51461e-10         5.88448e-13
             0.857206                3.53074e-10         5.94920e-13
             0.857438                3.55691e-10         5.92223e-13
             0.857670                3.53074e-10         5.85814e-13
             0.857902                3.57594e-10         6.72168e-13
             0.858134                3.65899e-10         6.06473e-13
             0.858366                3.51001e-10         5.87003e-13
             0.858598                3.50853e-10         5.90360e-13
             0.858830                3.63960e-10         6.02519e-13
             0.859062                3.64496e-10         5.97745e-13
             0.859294                3.63096e-10         5.92510e-13
             0.859526                3.65426e-10         5.91654e-13
             0.859758                3.64505e-10         5.90993e-13
             0.859990                3.58753e-10         5.85556e-13
             0.860222                3.63132e-10         5.93785e-13
             0.860454                3.66702e-10         5.93846e-13
             0.860686                3.62780e-10         5.86026e-13
             0.860918                3.65628e-10         5.85044e-13
             0.861150                3.55052e-10         5.73230e-13
             0.861382                3.39557e-10         5.57643e-13
             0.861614                3.50271e-10         5.71006e-13
             0.861846                3.59615e-10         5.81311e-13
             0.862078                3.55712e-10         5.74180e-13
             0.862310                3.43650e-10         5.59593e-13
             0.862542                3.51649e-10         5.66927e-13
             0.862773                3.69940e-10         5.83993e-13
             0.863005                3.72601e-10         5.90267e-13
             0.863237                3.70679e-10         5.88306e-13
             0.863469                3.65559e-10         5.85237e-13
             0.863701                3.65975e-10         5.82277e-13
             0.863933                3.71310e-10         5.83384e-13
             0.864165                3.74421e-10         5.85783e-13
             0.864397                3.64308e-10         5.74194e-13
             0.864629                3.64170e-10         5.77742e-13
             0.864860                3.64532e-10         5.80983e-13
             0.865092                3.55073e-10         5.67923e-13
             0.865324                3.53110e-10         5.63315e-13
             0.865556                3.50589e-10         5.58411e-13
             0.865788                3.38343e-10         5.46063e-13
             0.866020                3.02709e-10         5.13246e-13
             0.866252                2.15512e-10         4.34299e-13
             0.866483                1.74238e-10         4.01749e-13
             0.866715                2.42799e-10         4.58667e-13
             0.866947                3.14753e-10         5.24288e-13
             0.867179                3.41846e-10         5.49056e-13
             0.867411                3.44270e-10         5.49562e-13
             0.867642                3.21612e-10         5.28468e-13
             0.867874                3.35292e-10         5.43642e-13
             0.868106                3.53686e-10         5.61675e-13
             0.868338                3.45583e-10         5.51490e-13
             0.868570                3.47312e-10         5.51214e-13
             0.868801                3.49713e-10         5.51003e-13
             0.869033                3.16526e-10         5.20907e-13
             0.869265                3.22319e-10         5.28923e-13
             0.869497                3.55973e-10         5.62398e-13
             0.869728                3.70771e-10         5.76988e-13
             0.869960                3.64995e-10         5.68960e-13
             0.870192                3.54514e-10         5.54411e-13
             0.870424                3.54987e-10         5.53405e-13
             0.870655                3.66275e-10         5.65162e-13
             0.870887                3.71708e-10         5.70298e-13
             0.871119                3.64648e-10         5.65361e-13
             0.871351                3.56143e-10         5.56678e-13
             0.871582                3.58673e-10         5.55090e-13
             0.871814                3.69408e-10         5.63113e-13
             0.872046                3.70190e-10         5.64874e-13
             0.872278                3.74776e-10         5.69579e-13
             0.872509                3.80858e-10         5.78741e-13
             0.872741                3.76270e-10         5.73578e-13
             0.872973                3.69111e-10         5.65497e-13
             0.873204                3.65916e-10         5.59945e-13
             0.873436                3.71695e-10         5.64200e-13
             0.873668                3.60994e-10         5.51166e-13
             0.873899                3.62827e-10         5.56305e-13
             0.874131                3.71510e-10         5.65139e-13
             0.874363                3.70572e-10         5.64086e-13
             0.874594                3.74100e-10         5.65276e-13
             0.874826                3.73021e-10         5.64837e-13
             0.875058                3.68528e-10         5.57637e-13
             0.875289                3.68234e-10         5.57012e-13
             0.875521                3.71324e-10         5.58394e-13
             0.875753                3.72261e-10         5.61926e-13
             0.875984                3.67185e-10         5.56322e-13
             0.876216                3.76135e-10         5.62722e-13
             0.876447                3.71729e-10         5.55335e-13
             0.876679                3.57812e-10         5.39909e-13
             0.876911                3.58599e-10         5.40058e-13
             0.877142                3.68295e-10         5.49791e-13
             0.877374                3.58605e-10         5.39366e-13
             0.877606                3.55355e-10         5.34329e-13
             0.877837                3.71415e-10         5.48348e-13
             0.878069                3.71684e-10         5.46458e-13
             0.878300                3.75025e-10         5.49183e-13
             0.878532                3.80192e-10         5.52521e-13
