# SIMPLE  =                    T / Written by IDL:  Tue Dec  1 10:45:53 2009      
# BITPIX  =                  -32 / Number of bits per data pixel                  
# NAXIS   =                    2 / Number of data axes                            
# NAXIS1  =                 7675 /                                                
# NAXIS2  =                    3 /                                                
# DATE    = '2009-12-01'         / Creation UTC (CCCC-MM-DD) date of FITS header  
# XUNITS  = 'um      '           / Wavelength Units                               
# YUNITS  = 'Wm-2um-1'           / Flux Units                                     
# WAVETYPE= 'Vacuum  '           / Wavelength Type                                
# XTITLE  = '!7k !5(!7l!5m!N)'   / IDL X Title                                    
# YTITLE  = '!5f!D!7k!N!5 (W m!U-2!N !7l!5m!U-1!N)' / IDL Y Title                 
# OBJECT  = 'HD 192713'          /                                                
# SPTYPE  = 'G3 Ib-II Wk H&K comp?' / Spectral Type                               
# OBSMODE = 'SXD and LXD2.1'     / Spectroscopy Mode                              
# SXDUT   = '2005 Jun 22'        / UT date of SXD observations                    
# LXDUT   = '2004 Jul 04'        / UT date of LXD observations                    
# SXD_R   = '2000    '           / Resolving power for SXD mode                   
# LXD_R   = '2500    '           / Resolving power for LXD mode                   
# MINWAVE =             0.805895 / Minimum wavelength (um)                        
# MAXWAVE =              5.07014 / Maximum wavelength (um)                        
# V       =        5.16700000000 / V magnitude                                    
# VERR    =      0.0150000000000 / V magnitude error                              
# (B-V)   =        1.04600000000 / B-V color                                      
# (B-V)ERR=     0.00800000000000 / B-V color error                                
# J       =        3.53200000000 / 2MASS J magnitude                              
# JERR    =       0.244000000000 / 2MASS J magnitude error                        
# H       =        3.13000000000 / 2MASS H magnitude                              
# HERR    =       0.202000000000 / 2MASS H magnitude error                        
# KS      =        2.93800000000 / 2MASS Ks magnitude                             
# KSERR   =       0.242000000000 / 2MASS Ks magnitude error                       
# QFLAG   = 'DCD     '           / 2MASS quality flag                             
# FCBANDS = 'JHKs    '           / 2MASS bands used for absolute flux calibration 
# ABSFERR =       0.130879000000 / Relative error in the absolute flux calibration
# RV      =    -0.00810318490000 / Measured radial velocity (km s-1)              
# (B-V)_0 =       0.890000000000 / Intrinsic Color                                
# E(B-V)  =       0.156000000000 / Color excess                                   
# COMMENT                                                                         
# COMMENT Please reference Rayner et al. (ApJS, 185, 289) if you use this         
# COMMENT spectrum.  The spectrum has been absolutely flux calibrated using       
# COMMENT 2MASS photometry and has been shifted to zero radial velocity.  For     
# COMMENT other pertinent information, please see Rayner et al. (ApJS, 185,       
# COMMENT 289).                                                                   
# COMMENT Missing data are denoted as -999.                                       
# END                                                                             
#=====================================================================
#Wavelength (microns)  Flux Density (W m-2 um-1)  Error (W m-2 um-1)
#=====================================================================
             0.805895                2.97092e-10         4.04498e-13
             0.806098                2.94802e-10         4.04752e-13
             0.806300                2.91616e-10         4.01374e-13
             0.806502                2.92585e-10         4.05016e-13
             0.806705                2.92818e-10         4.01424e-13
             0.806907                2.88386e-10         3.96001e-13
             0.807110                2.81801e-10         3.90575e-13
             0.807312                2.76857e-10         3.85455e-13
             0.807515                2.74952e-10         3.82843e-13
             0.807717                2.79691e-10         3.89614e-13
             0.807920                2.86357e-10         3.99181e-13
             0.808122                2.84825e-10         3.95096e-13
             0.808324                2.77119e-10         3.87634e-13
             0.808527                2.75888e-10         3.86728e-13
             0.808729                2.79193e-10         3.91178e-13
             0.808932                2.83757e-10         4.02129e-13
             0.809134                2.78591e-10         3.88730e-13
             0.809336                2.66652e-10         3.77507e-13
             0.809439                2.65141e-10         3.47077e-13
             0.809672                2.69717e-10         3.31277e-13
             0.809905                2.74662e-10         3.20499e-13
             0.810139                2.78466e-10         3.16186e-13
             0.810372                2.80238e-10         3.20619e-13
             0.810605                2.73946e-10         3.28166e-13
             0.810839                2.73209e-10         3.40412e-13
             0.811072                2.75994e-10         3.44603e-13
             0.811305                2.78317e-10         3.30847e-13
             0.811538                2.75612e-10         3.13814e-13
             0.811772                2.73692e-10         3.12421e-13
             0.812005                2.77048e-10         3.18813e-13
             0.812238                2.78773e-10         3.33926e-13
             0.812472                2.81215e-10         3.54715e-13
             0.812705                2.76708e-10         3.32382e-13
             0.812938                2.76646e-10         3.19973e-13
             0.813171                2.77551e-10         3.12479e-13
             0.813405                2.78990e-10         3.15722e-13
             0.813638                2.81444e-10         3.28177e-13
             0.813871                2.78906e-10         3.40046e-13
             0.814104                2.77541e-10         3.41351e-13
             0.814337                2.74614e-10         3.23707e-13
             0.814571                2.76713e-10         3.16383e-13
             0.814804                2.78838e-10         3.14377e-13
             0.815037                2.74507e-10         3.14644e-13
             0.815270                2.76960e-10         3.26578e-13
             0.815503                2.78587e-10         3.45235e-13
             0.815737                2.80042e-10         3.39867e-13
             0.815970                2.84221e-10         3.26263e-13
             0.816203                2.78840e-10         3.13132e-13
             0.816436                2.74292e-10         3.11849e-13
             0.816669                2.77950e-10         3.22674e-13
             0.816902                2.77757e-10         3.35523e-13
             0.817135                2.77701e-10         3.42500e-13
             0.817369                2.78497e-10         3.26941e-13
             0.817602                2.77207e-10         3.13760e-13
             0.817835                2.78111e-10         3.12544e-13
             0.818068                2.76477e-10         3.15500e-13
             0.818301                2.67576e-10         3.15763e-13
             0.818534                2.61334e-10         3.22849e-13
             0.818767                2.65784e-10         3.21032e-13
             0.819000                2.73125e-10         3.15975e-13
             0.819233                2.80968e-10         3.16040e-13
             0.819466                2.70934e-10         3.05223e-13
             0.819699                2.58555e-10         2.98217e-13
             0.819932                2.65938e-10         3.15671e-13
             0.820165                2.68863e-10         3.29169e-13
             0.820398                2.69496e-10         3.14411e-13
             0.820631                2.72076e-10         3.05128e-13
             0.820864                2.69061e-10         2.99586e-13
             0.821097                2.70758e-10         2.99693e-13
             0.821330                2.73034e-10         3.12220e-13
             0.821563                2.69565e-10         3.20884e-13
             0.821796                2.75533e-10         3.26621e-13
             0.822029                2.72055e-10         3.10787e-13
             0.822262                2.62554e-10         2.93738e-13
             0.822495                2.73115e-10         3.00862e-13
             0.822728                2.82547e-10         3.14811e-13
             0.822961                2.79153e-10         3.25503e-13
             0.823194                2.75135e-10         3.35352e-13
             0.823427                2.74042e-10         3.20560e-13
             0.823660                2.76846e-10         3.10537e-13
             0.823893                2.75652e-10         3.01000e-13
             0.824126                2.77413e-10         3.03718e-13
             0.824359                2.78174e-10         3.11482e-13
             0.824591                2.79311e-10         3.25353e-13
             0.824824                2.76147e-10         3.24505e-13
             0.825057                2.71174e-10         3.05793e-13
             0.825290                2.73757e-10         2.99002e-13
             0.825523                2.75793e-10         2.98570e-13
             0.825756                2.75855e-10         3.05559e-13
             0.825989                2.77775e-10         3.18290e-13
             0.826222                2.84544e-10         3.40047e-13
             0.826454                2.83722e-10         3.22701e-13
             0.826687                2.77064e-10         3.04971e-13
             0.826920                2.76409e-10         2.98051e-13
             0.827153                2.80678e-10         3.00984e-13
             0.827386                2.77572e-10         3.06104e-13
             0.827618                2.70697e-10         3.10755e-13
             0.827851                2.73246e-10         3.20411e-13
             0.828084                2.81089e-10         3.14524e-13
             0.828317                2.81497e-10         3.07084e-13
             0.828550                2.78233e-10         2.99761e-13
             0.828782                2.75956e-10         3.00315e-13
             0.829015                2.72543e-10         3.06652e-13
             0.829248                2.74163e-10         3.19483e-13
             0.829481                2.73231e-10         3.14002e-13
             0.829713                2.69407e-10         2.99554e-13
             0.829946                2.67093e-10         2.91705e-13
             0.830179                2.71126e-10         2.94870e-13
             0.830412                2.75620e-10         3.08397e-13
             0.830644                2.70032e-10         3.05298e-13
             0.830877                2.67353e-10         3.12142e-13
             0.831110                2.65216e-10         2.99211e-13
             0.831342                2.66199e-10         2.91825e-13
             0.831575                2.70829e-10         2.91554e-13
             0.831808                2.75994e-10         2.96893e-13
             0.832040                2.74673e-10         3.01981e-13
             0.832273                2.68244e-10         3.05587e-13
             0.832506                2.68078e-10         3.07177e-13
             0.832738                2.59983e-10         2.88378e-13
             0.832971                2.57071e-10         2.80632e-13
             0.833204                2.59220e-10         2.80453e-13
             0.833436                2.52518e-10         2.76727e-13
             0.833669                2.55301e-10         2.84420e-13
             0.833902                2.56757e-10         2.95740e-13
             0.834134                2.61289e-10         2.97154e-13
             0.834367                2.68267e-10         2.95264e-13
             0.834599                2.64796e-10         2.84797e-13
             0.834832                2.61638e-10         2.82815e-13
             0.835065                2.63448e-10         2.85167e-13
             0.835297                2.71880e-10         3.00480e-13
             0.835530                2.73954e-10         3.12231e-13
             0.835762                2.70037e-10         2.98927e-13
             0.835995                2.67713e-10         2.87902e-13
             0.836227                2.68996e-10         2.85847e-13
             0.836460                2.65902e-10         2.84873e-13
             0.836693                2.63080e-10         2.85642e-13
             0.836925                2.70357e-10         3.02824e-13
             0.837158                2.71983e-10         3.05140e-13
             0.837390                2.69335e-10         2.94732e-13
             0.837623                2.71650e-10         2.89580e-13
             0.837855                2.69020e-10         2.86986e-13
             0.838088                2.71781e-10         2.93057e-13
             0.838320                2.68628e-10         2.94602e-13
             0.838553                2.60391e-10         2.94964e-13
             0.838785                2.57859e-10         2.86689e-13
             0.839018                2.53701e-10         2.76555e-13
             0.839250                2.62607e-10         2.81263e-13
             0.839483                2.72776e-10         2.89770e-13
             0.839715                2.72590e-10         2.91018e-13
             0.839948                2.69577e-10         2.96218e-13
             0.840180                2.69726e-10         3.00139e-13
             0.840412                2.69519e-10         2.96178e-13
             0.840645                2.71089e-10         2.87478e-13
             0.840877                2.72952e-10         2.89512e-13
             0.841110                2.72593e-10         2.90484e-13
             0.841342                2.64943e-10         2.87696e-13
             0.841574                2.65700e-10         2.93306e-13
             0.841807                2.70467e-10         2.98028e-13
             0.842039                2.67921e-10         2.90000e-13
             0.842272                2.66364e-10         2.82128e-13
             0.842504                2.65339e-10         2.81163e-13
             0.842736                2.57661e-10         2.75310e-13
             0.842969                2.63715e-10         2.86691e-13
             0.843201                2.75860e-10         3.03304e-13
             0.843434                2.69417e-10         2.92487e-13
             0.843666                2.51887e-10         2.70289e-13
             0.843898                2.49793e-10         2.68948e-13
             0.844131                2.55471e-10         2.74841e-13
             0.844363                2.61036e-10         2.80994e-13
             0.844595                2.65927e-10         2.95346e-13
             0.844828                2.66475e-10         3.00854e-13
             0.845060                2.68167e-10         2.94465e-13
             0.845292                2.72470e-10         2.87443e-13
             0.845525                2.77206e-10         2.89718e-13
             0.845757                2.71140e-10         2.87012e-13
             0.845989                2.67741e-10         2.86913e-13
             0.846221                2.72051e-10         2.99376e-13
             0.846454                2.71673e-10         2.97069e-13
             0.846686                2.60844e-10         2.82764e-13
             0.846918                2.47271e-10         2.64949e-13
             0.847151                2.48537e-10         2.65082e-13
             0.847383                2.60834e-10         2.76765e-13
             0.847615                2.70848e-10         2.89687e-13
             0.847847                2.72082e-10         2.97316e-13
             0.848080                2.66745e-10         2.87522e-13
             0.848312                2.61916e-10         2.79037e-13
             0.848544                2.64608e-10         2.76956e-13
             0.848776                2.67901e-10         2.79791e-13
             0.849009                2.65862e-10         2.79754e-13
             0.849241                2.65859e-10         2.86255e-13
             0.849473                2.59356e-10         2.85670e-13
             0.849705                2.29019e-10         2.52178e-13
             0.849937                1.81425e-10         2.08259e-13
             0.850169                1.86250e-10         2.10656e-13
             0.850402                2.25666e-10         2.44908e-13
             0.850634                2.46553e-10         2.64948e-13
             0.850866                2.63712e-10         2.85159e-13
             0.851098                2.68129e-10         2.89127e-13
             0.851330                2.59009e-10         2.75591e-13
             0.851562                2.41702e-10         2.56891e-13
             0.851795                2.41120e-10         2.54970e-13
             0.852027                2.54677e-10         2.68614e-13
             0.852259                2.59169e-10         2.74161e-13
             0.852491                2.58612e-10         2.79226e-13
             0.852723                2.52607e-10         2.72411e-13
             0.852955                2.50933e-10         2.65924e-13
             0.853187                2.51944e-10         2.64626e-13
             0.853420                2.48645e-10         2.62277e-13
             0.853652                2.36709e-10         2.54475e-13
             0.853884                2.10202e-10         2.35982e-13
             0.854116                1.70572e-10         2.01613e-13
             0.854348                1.29595e-10         1.63313e-13
             0.854580                1.39413e-10         1.70402e-13
             0.854812                1.85281e-10         2.07721e-13
             0.855044                2.17298e-10         2.34924e-13
             0.855276                2.37380e-10         2.55223e-13
             0.855508                2.47671e-10         2.68229e-13
             0.855740                2.45672e-10         2.67455e-13
             0.855972                2.48621e-10         2.65994e-13
             0.856204                2.55214e-10         2.67290e-13
             0.856436                2.56688e-10         2.67132e-13
             0.856668                2.58586e-10         2.67626e-13
             0.856900                2.58657e-10         2.71192e-13
             0.857132                2.59594e-10         2.76810e-13
             0.857364                2.59687e-10         2.75670e-13
             0.857597                2.59043e-10         2.71546e-13
             0.857828                2.62050e-10         2.74639e-13
             0.858060                2.65625e-10         2.74351e-13
             0.858292                2.58558e-10         2.70416e-13
             0.858524                2.54306e-10         2.69746e-13
             0.858756                2.59340e-10         2.79856e-13
             0.858988                2.61191e-10         2.77452e-13
             0.859220                2.59730e-10         2.73213e-13
             0.859452                2.57696e-10         2.68163e-13
             0.859684                2.56443e-10         2.68629e-13
             0.859916                2.51665e-10         2.67011e-13
             0.860148                2.54858e-10         2.72174e-13
             0.860380                2.60514e-10         2.79522e-13
             0.860612                2.57681e-10         2.72751e-13
             0.860844                2.57284e-10         2.69616e-13
             0.861076                2.53448e-10         2.64758e-13
             0.861308                2.45017e-10         2.57908e-13
             0.861540                2.47573e-10         2.61622e-13
             0.861772                2.57330e-10         2.71574e-13
             0.862004                2.60722e-10         2.74901e-13
             0.862235                2.56767e-10         2.67127e-13
             0.862467                2.55145e-10         2.62619e-13
             0.862699                2.61448e-10         2.70698e-13
             0.862931                2.62859e-10         2.70107e-13
             0.863163                2.61670e-10         2.75258e-13
             0.863395                2.59465e-10         2.72090e-13
             0.863627                2.60889e-10         2.71668e-13
             0.863859                2.65411e-10         2.72062e-13
             0.864090                2.67650e-10         2.72875e-13
             0.864322                2.63760e-10         2.69261e-13
             0.864554                2.62036e-10         2.72613e-13
             0.864786                2.59508e-10         2.73156e-13
             0.865018                2.50505e-10         2.68293e-13
             0.865250                2.48768e-10         2.63793e-13
             0.865481                2.48769e-10         2.62086e-13
             0.865713                2.40538e-10         2.54221e-13
             0.865945                2.20757e-10         2.39131e-13
             0.866177                1.75824e-10         2.01186e-13
             0.866409                1.37709e-10         1.67792e-13
             0.866641                1.61469e-10         1.89113e-13
             0.866872                2.08732e-10         2.30344e-13
             0.867104                2.34180e-10         2.50861e-13
             0.867336                2.41273e-10         2.54861e-13
             0.867568                2.36539e-10         2.51424e-13
             0.867799                2.41287e-10         2.57929e-13
             0.868031                2.48147e-10         2.67107e-13
             0.868263                2.49542e-10         2.67530e-13
             0.868495                2.54204e-10         2.66467e-13
             0.868726                2.54415e-10         2.66112e-13
             0.868958                2.37556e-10         2.48939e-13
             0.869190                2.38545e-10         2.51386e-13
             0.869422                2.54298e-10         2.62719e-13
             0.869653                2.59569e-10         2.70644e-13
             0.869885                2.57438e-10         2.64217e-13
             0.870117                2.52783e-10         2.59480e-13
             0.870349                2.52751e-10         2.56374e-13
             0.870580                2.57750e-10         2.62543e-13
             0.870812                2.60610e-10         2.64211e-13
             0.871044                2.56895e-10         2.65034e-13
             0.871275                2.49834e-10         2.59448e-13
             0.871507                2.49919e-10         2.57182e-13
             0.871739                2.56805e-10         2.61485e-13
             0.871970                2.60684e-10         2.65116e-13
             0.872202                2.64127e-10         2.68566e-13
